flair	hour	day	month	year	title	num_comments	score	award_count
Discussion	23	4	2	2022	1	62	85	0
Discussion	23	5	7	2023	1	52	80	0
Discussion	23	13	3	2023	1	64	72	0
Discussion	23	15	7	2021	1	191	119	0
Discussion	23	15	7	2023	1	130	253	0
Discussion	23	18	2	2023	1	41	80	0
Discussion	23	19	1	2023	1	35	79	0
Discussion	23	22	11	2023	1	88	115	0
Discussion	23	23	9	2023	1	121	76	0
Discussion	23	24	10	2023	1	167	164	0
Discussion	23	29	8	2023	1	63	270	0
Discussion	23	29	10	2023	1	96	79	0
Help	0	3	12	2022	1	39	79	0
Help	0	5	3	2022	1	24	75	0
Help	0	14	9	2023	1	14	88	0
Help	0	16	8	2023	1	82	67	0
Help	0	25	7	2023	1	175	123	0
Help	1	6	2	2023	1	33	121	0
Help	2	3	11	2022	1	42	69	0
Help	2	16	12	2022	1	49	87	0
Help	3	14	3	2022	1	46	89	0
Help	3	19	3	2023	1	84	89	0
Help	4	5	12	2022	1	37	209	0
Help	4	14	3	2023	1	36	67	0
Help	4	22	3	2023	1	34	138	0
Help	5	24	1	2023	1	15	65	0
Help	6	13	12	2021	1	45	68	0
Help	7	5	6	2023	1	22	70	0
Help	7	10	4	2023	1	73	152	0
Help	7	29	9	2022	1	77	99	0
Help	8	22	4	2022	1	20	135	0
Help	8	24	5	2023	1	110	184	0
Help	9	6	6	2022	1	38	103	0
Help	9	7	6	2023	1	53	65	0
Help	9	29	6	2022	1	17	79	0
Help	10	7	5	2021	1	30	82	0
Help	10	10	12	2023	1	35	72	0
Help	10	16	10	2023	1	20	109	0
Help	11	3	6	2022	1	21	138	0
Help	13	2	9	2023	1	79	87	0
Help	13	20	7	2022	1	18	117	0
Help	13	22	12	2023	1	59	70	0
Help	13	25	5	2022	1	63	163	0
Help	13	30	7	2022	1	56	80	0
Help	14	2	5	2023	1	61	98	0
Help	14	6	5	2022	1	74	80	0
Help	14	14	8	2022	1	38	110	0
Help	15	2	7	2023	1	30	76	0
Help	15	14	12	2022	1	23	114	0
Help	15	23	12	2021	1	22	69	0
Help	15	30	10	2022	1	53	79	0
Help	16	6	7	2021	1	34	78	0
Help	16	13	11	2021	1	22	67	0
Help	16	14	9	2023	1	125	116	0
Help	16	24	10	2021	1	53	73	0
Help	16	25	1	2022	1	31	80	0
Help	16	26	8	2023	1	69	116	0
Help	16	28	1	2023	1	59	103	0
Help	16	29	2	2024	1	99	154	0
Help	17	11	11	2021	1	74	74	0
Help	17	19	9	2022	1	26	76	0
Help	17	25	12	2022	1	35	80	0
Help	17	28	11	2021	1	49	81	0
Help	18	10	3	2023	1	31	85	0
Help	19	4	8	2023	1	37	74	0
Help	20	4	11	2021	1	56	72	0
Help	20	7	11	2021	1	36	82	0
Help	21	7	2	2023	1	106	98	0
Help	21	20	4	2022	1	66	67	0
Help	22	3	8	2022	1	34	115	0
Help	22	26	2	2024	1	90	109	0
Help	23	1	3	2022	1	62	183	0
Help	23	7	6	2023	1	47	68	0
Help	23	7	7	2022	1	40	86	0
Help	23	12	7	2023	1	29	74	0
Help	23	24	11	2022	1	33	83	0
Interview	0	8	10	2022	1	37	116	0
Interview	0	18	1	2023	1	15	74	0
Interview	0	22	8	2023	1	77	177	0
Interview	1	16	2	2024	1	69	952	0
Interview	4	2	8	2021	1	217	219	0
Interview	9	2	1	2022	1	73	112	0
Interview	12	13	4	2023	1	68	95	0
Interview	12	17	2	2022	1	48	140	0
Interview	12	25	8	2023	1	61	77	0
Interview	12	29	5	2022	1	13	80	0
Interview	13	6	12	2022	1	47	73	0
Interview	13	12	10	2023	1	105	378	0
Interview	14	1	5	2021	1	19	87	0
Interview	14	12	9	2021	1	50	70	0
Interview	15	9	2	2024	1	96	96	0
Interview	15	17	8	2023	1	87	79	0
Interview	16	1	2	2023	1	37	67	0
Interview	16	26	1	2024	1	27	71	0
Interview	18	27	9	2022	1	87	154	0
Interview	18	28	10	2021	1	109	87	0
Interview	19	2	4	2023	1	51	269	0
Interview	19	5	1	2024	1	25	76	0
Interview	20	5	2	2024	1	96	119	0
Interview	20	16	2	2024	1	38	79	0
Interview	21	1	5	2022	1	109	130	0
Interview	21	21	7	2023	1	94	87	0
Interview	22	16	7	2021	1	39	76	0
Interview	22	17	10	2023	1	100	79	0
Interview	22	20	4	2023	1	56	131	0
Interview	22	27	6	2023	1	116	108	0
Interview	23	2	3	2022	1	77	167	0
Interview	23	16	4	2023	1	72	72	0
Interview	23	31	1	2023	1	108	103	0
Meme	0	2	7	2021	1	23	415	0
Meme	0	7	12	2023	1	17	162	0
Meme	0	9	6	2021	1	21	247	0
Meme	0	12	5	2023	1	105	306	0
Meme	0	26	1	2023	1	25	400	0
Meme	1	6	2	2024	1	33	378	0
Meme	2	6	6	2023	1	46	581	0
Meme	2	14	7	2021	1	0	172	0
Meme	2	21	8	2023	1	15	231	0
Meme	3	12	4	2023	1	63	261	0
Meme	3	16	1	2024	1	26	178	0
Meme	4	4	6	2022	1	35	389	0
Meme	4	13	5	2022	1	23	398	0
Meme	4	21	11	2021	1	20	85	0
Meme	4	28	3	2023	1	101	405	0
Meme	6	5	5	2023	1	50	196	0
Meme	7	9	2	2024	1	11	224	0
Meme	7	11	7	2022	1	7	134	0
Meme	7	19	7	2023	1	10	227	0
Meme	7	23	8	2021	1	144	78	0
Meme	8	23	4	2021	1	15	324	0
Meme	9	8	6	2023	1	138	1092	0
Meme	9	19	2	2024	1	44	616	0
Meme	9	28	11	2022	1	100	227	0
Meme	10	3	2	2024	1	11	101	0
Meme	10	9	12	2022	1	30	115	0
Meme	10	11	9	2023	1	41	238	0
Meme	10	19	9	2023	1	90	1003	0
Meme	11	1	8	2023	1	12	312	0
Meme	11	14	10	2022	1	95	562	0
Meme	11	22	9	2022	1	9	296	0
Meme	11	28	3	2023	1	6	143	0
Meme	12	7	4	2023	1	24	279	0
Meme	12	18	8	2022	1	38	272	0
Meme	12	27	1	2023	1	101	542	0
Meme	13	8	6	2023	1	30	109	0
Meme	13	11	7	2023	1	19	207	0
Meme	13	14	6	2023	1	32	129	0
Meme	13	14	7	2023	1	52	358	0
Meme	13	18	12	2023	1	53	121	0
Meme	13	26	4	2023	1	102	999	0
Meme	14	10	7	2023	1	25	286	0
Meme	14	12	8	2021	1	32	495	0
Meme	14	14	5	2023	1	22	207	0
Meme	14	15	12	2023	1	4	175	0
Meme	14	20	4	2023	1	75	1014	0
Meme	15	3	3	2022	1	14	219	0
Meme	15	6	7	2023	1	50	85	0
Meme	15	18	7	2023	1	37	200	0
Meme	15	20	12	2022	1	35	210	0
Meme	15	21	10	2022	1	6	343	0
Meme	15	25	8	2021	1	29	115	0
Meme	15	26	10	2022	1	49	182	0
Meme	15	27	11	2023	1	50	200	0
Meme	16	2	12	2022	1	8	408	0
Meme	16	5	10	2022	1	18	129	0
Meme	16	8	9	2021	1	17	252	0
Meme	16	9	6	2022	1	12	276	0
Meme	16	11	1	2024	1	48	526	0
Meme	16	16	3	2022	1	36	278	0
Meme	16	19	8	2022	1	11	196	0
Meme	16	20	8	2021	1	13	513	0
Meme	16	26	1	2024	1	75	295	0
Meme	16	29	5	2022	1	10	110	0
Meme	17	12	11	2021	1	11	246	0
Meme	17	18	10	2022	1	41	336	0
Meme	17	21	9	2022	1	29	135	0
Meme	17	28	10	2022	1	19	370	0
Meme	18	2	8	2021	1	63	377	0
Meme	18	14	4	2023	1	58	841	0
Meme	18	19	4	2023	1	54	218	0
Meme	18	21	1	2024	1	26	105	0
Meme	18	26	1	2024	1	24	135	0
Meme	18	26	7	2023	1	67	842	0
Meme	18	27	10	2022	1	19	235	0
Meme	18	28	1	2022	1	33	393	0
Meme	18	28	5	2021	1	8	204	0
Meme	19	6	2	2022	1	67	228	0
Meme	19	14	7	2023	1	12	96	0
Meme	19	16	11	2022	1	69	318	0
Meme	19	17	2	2023	1	110	248	0
Meme	19	23	3	2023	1	63	198	0
Meme	20	20	8	2021	1	43	560	0
Meme	20	23	2	2022	1	50	448	0
Meme	21	4	10	2022	1	7	264	0
Meme	21	10	2	2023	1	4	135	0
Meme	21	10	10	2022	1	65	571	0
Meme	21	14	4	2023	1	39	258	0
Meme	21	16	6	2023	1	3	67	0
Meme	21	19	12	2022	1	5	165	0
Meme	21	20	6	2022	1	21	130	0
Meme	21	20	7	2023	1	18	419	0
Meme	21	25	10	2022	1	15	198	0
Meme	22	3	2	2023	1	22	164	0
Meme	22	10	11	2021	1	49	389	0
Meme	22	11	9	2022	1	2	129	0
Meme	22	13	4	2023	1	88	716	0
Meme	23	9	1	2022	1	122	756	0
Meme	23	19	9	2022	1	42	733	0
Meme	23	20	12	2022	1	207	297	0
Meme	23	27	8	2023	1	56	95	0
Meta	1	5	6	2023	1	51	198	0
Meta	6	9	12	2022	1	3	146	0
Meta	17	10	6	2023	1	21	293	0
Meta	17	17	2	2024	1	15	95	0
Meta	20	25	9	2021	1	31	101	0
Open Source	1	19	10	2023	1	20	104	0
Open Source	3	6	2	2023	1	5	99	0
Open Source	6	6	4	2023	1	44	98	0
Open Source	8	13	7	2023	1	116	249	0
Open Source	8	21	2	2024	1	71	160	0
Open Source	10	20	6	2023	1	20	89	0
Open Source	10	27	2	2024	1	54	74	0
Open Source	13	28	3	2023	1	9	115	0
Open Source	14	20	2	2024	1	47	77	0
Open Source	15	5	3	2023	1	6	98	0
Open Source	15	22	9	2022	1	37	164	0
Open Source	16	20	2	2023	1	21	72	0
Open Source	17	6	1	2024	1	21	81	0
Open Source	19	8	6	2023	1	24	134	0
Open Source	19	14	2	2023	1	17	79	0
Open Source	23	9	6	2023	1	20	66	0
Personal Project Showcase	0	27	5	2023	1	34	176	0
Personal Project Showcase	2	6	11	2022	1	11	71	0
Personal Project Showcase	4	7	12	2023	1	38	88	0
Personal Project Showcase	4	23	2	2023	1	43	72	0
Personal Project Showcase	6	9	2	2022	1	35	178	0
Personal Project Showcase	6	11	2	2024	1	23	130	0
Personal Project Showcase	6	13	10	2022	1	15	94	0
Personal Project Showcase	6	31	1	2023	1	31	118	0
Personal Project Showcase	8	15	8	2022	1	7	82	0
Personal Project Showcase	9	24	6	2022	1	26	128	0
Personal Project Showcase	10	15	7	2022	1	27	185	0
Personal Project Showcase	10	16	7	2022	1	6	102	0
Personal Project Showcase	10	22	6	2022	1	66	140	0
Personal Project Showcase	11	23	3	2023	1	40	134	0
Personal Project Showcase	11	26	4	2022	1	40	97	0
Personal Project Showcase	13	17	7	2021	1	23	205	0
Personal Project Showcase	14	25	6	2022	1	82	286	0
Personal Project Showcase	15	3	4	2023	1	37	133	0
Personal Project Showcase	15	6	6	2021	1	32	271	0
Personal Project Showcase	15	14	4	2021	1	36	177	0
Personal Project Showcase	16	1	7	2023	1	27	147	0
Personal Project Showcase	16	8	10	2022	1	70	234	0
Personal Project Showcase	16	12	8	2022	1	16	77	0
Personal Project Showcase	16	15	2	2023	1	64	172	0
Personal Project Showcase	17	2	4	2022	1	89	433	0
Personal Project Showcase	18	23	1	2023	1	41	117	0
Personal Project Showcase	19	11	2	2024	1	17	86	0
Personal Project Showcase	19	31	5	2022	1	21	69	0
Personal Project Showcase	20	11	4	2022	1	22	212	0
Personal Project Showcase	22	14	11	2022	1	93	145	0
Personal Project Showcase	22	20	5	2022	1	21	190	0
Personal Project Showcase	23	29	6	2022	1	3	72	0
Resume Review	16	14	12	2022	1	46	96	0
Resume Review	22	4	8	2022	1	91	95	0
Resume Review	23	8	10	2022	1	102	68	0
